"","participant","Stim","Valence","Arousal_rate.response","Valence_rate.response","Familiarity_rate.response","Pleasantness_rate.response","Arousal_rate.rt","Valence_rate.rt","Familiarity_rate.rt","Pleasantness_rate.rt"
"544",9,"Fireplace_rep.wav","Neutral","2.76171875",3.98828125,5.91796875,6.09765625,"20.9189273399824",16.2096915229922,14.0190827910264,8.84099184500519
"545",10,"String Quartet No. 2, I- Allegro Rustico (Ginastera)_rep.wav","Negative","6.00390625",4.88671875,2.95703125,5,"16.915005365008199",29.3581575920106,18.4753601929987,25.5194223560101
"546",10,"Le Nozze do Figaro_ Non Piu Andrai, Farfallone Amoroso (Mozart)_rep.wav","Positive","4.9921875",5.94921875,4.94140625,4.0390625,"11.1018703689915",9.51523806899786,7.48431414100923,18.4346136369858
"547",10,"The Four Seasons_ Concerto No. 1 in E Major, FV 269 “Spring”_ I. Allegro (Vivaldi)_rep.wav","Positive","6.01953125",7,7,6.9921875,"13.5048027760058",8.57572883099783,6.46552827701089,17.2057925749977
"548",10,"Aircraft Cabin_rep.wav","Neutral","3.9765625",1.99999999999999,1.01953125,1.01953125,"17.630913503002301",9.98872324099647,20.4758847990015,21.577645880985
"549",10,"The Barber of Seville- Figaro’s Aria (Rossini)_rep.wav","Positive","4.9765625",4.96484375,5.046875,4.01953125,"11.254632957978099",17.0081389110127,21.5572537950065,19.4706360060081
"550",10,"String Quartet No. 8 in C Minor II (Shostakovich)_rep.wav","Negative","6.5",3.0625,1.94140624999999,3.4765625,"9.1098711949889495",13.4226680569991,19.1600369139923,23.5294687680143
"551",10,"Piano Sonata No. 14 in C-Sharp Minor, “Moonlight Sonata”_ 1. Adagio Sostenuto (Beethoven)_rep.wav","Negative","5.51171875",1.96484374999999,7,4.4765625,"17.959382634988199",12.5532942129939,6.81903514399891,24.093112278002
"552",10,"Rain on a Tent_rep.wav","Neutral","1.03125",3.984375,7,1.64453125,"11.379139621014399",6.88290791798499,8.83982692300924,15.4610656099976
"553",10,"Suite Bergamasque, L. 75_ No. 3 Claire de Lune (Debussy)_rep.wav","Negative","5.296875",6.02734375,7,7,"19.543653060012701",10.5662019340088,13.1050635309948,6.81500651300302
"554",10,"String Quartet No. 4, V_ Allegro Molto (Bartok)_rep.wav","Negative","6.71484375",1.95703125,1,2.95703125,"13.7703100240032",10.3224956810008,7.12430821100133,16.4031149660004
"555",10,"Unter Donner und Blitz (Thunder and lightning Polka) (Strauss)_rep.wav","Positive","6.7265625",4.875,2.4140625,3.94140625,"7.0212069140106896",10.5174076120019,15.9426191280072,18.21086185702
"556",10,"Symphony No. 10 in E Minor, Op. 93_ Allegro (Shostakovich)_rep.wav","Negative","6.58203125",3.40625,1,3.94140625,"11.9146864959911",9.31378570999368,7.42236547899665,15.0813679060083
"557",10,"Piano Quintet in B Minor, IV_ Temo con Variazioni (Sviridov)_rep.wav","Negative","6.76171875",3.40234375,1.62890625,1.59375,"10.405893093993599",14.1205941730004,17.2181808179884,20.2314143929979
"558",10,"Railroad_rep.wav","Neutral","1.94921875",1,5.95703125,1,"10.604724272008699",7.98537555598886,13.9669591810088,15.6921618919877
"559",10,"White Noise Co_rep.wav","Neutral","1.00390624999999",1.9765625,7,1,"15.7289550380082",12.5367349169973,7.01124144802452,13.5750108139764
"560",10,"Night Blue_rep.wav","Neutral","3.00390625",5.50390625,1.1640625,2.4921875,"17.765299359976702",14.3242915320151,22.1402016060019,12.7076297059829
"561",10,"C Scale down_rep.wav","Neutral","2.125",3.984375,7,4.046875,"17.1483861280139",10.0264394330151,7.69155210099415,22.3041762489883
"562",10,"Nutcracker Suite, Op. 71a- No. 2c, Russian Dance Trépak (Tchaikovsky)_rep.wav","Positive","7",5.0625,7,6.03125,"8.2352950549975503",16.0521315229998,6.58071071299491,19.5713819219963
"563",10,"Symphony No. 6 in F Major, Op. 68 “Pastoral”; IV. Thunder Storm (Beethoven)_rep.wav","Negative","7",3,2.9765625,4.5,"8.2436847179778798",13.2375146069971,17.7890613930067,22.3882628569845
"564",10,"Church Sonata in C Major, KV. 328 on period instruments (Mozart)_rep.wav","Positive","4.9296875",6.2421875,3.00390625,3.40234375,"18.102315640979199",10.951702596998,7.24445136997383,22.306289258995
"565",10,"Piano Chords_rep.wav","Neutral","2.21875",3.51171875,1.88671875,3.06640625,"17.9700459070154",15.0917886189999,10.4359015529917,20.0002615039993
"566",10,"String Quartet No. 2, V- Furioso (Ginastera)_rep.wav","Negative","6.5625",2.82421875,2.8046875,1.95703125,"19.9302281480049",25.1522299549833,13.1200171130185,17.3103047680051
"567",10,"String Quartet No. 1, I- Allegro Violento Ed Agitato (Ginastera)_rep.wav","Negative","4.1796875",3.9921875,3.8046875,2.88671875,"6.5362656459910697",18.231657627999,12.1200696790183,15.1638601509912
"568",10,"String Concerto in B-Flat-Minor, RV 164_ I. Allegro (Vivaldi)_rep.wav","Positive","5.51953125",4.9921875,1.46875,5.90234375,"8.5973922240082103",6.66956111098988,10.9209083750029,17.0013164440169
"569",10,"88 Keys_rep.wav","Neutral","2.921875",2.234375,1.3125,1.859375,"8.6110716740076896",11.5218461790063,14.9488212249998,16.6144739910087
"570",10,"Car Interior_rep.wav","Neutral","3.38671875",2.01171875,7,1,"14.969173626013699",10.2224562549963,6.47086962900357,11.9657005479966
"571",10,"Healing Water_rep.wav","Neutral","1.01953125",4.0390625,6.39453125,2.5546875,"20.873871877003602",16.7894532249774,7.19496235699625,12.3776116789958
"572",10,"C Scale up_rep.wav","Neutral","2.00390625",3.984375,7,1.984375,"15.3241728389984",9.4260796069866,7.33474399000988,17.8242356709961
"573",10,"Symphony No. 2 in D Minor, Op. 40, I_ Allegro Ben Articulo (Prokofiev)_rep.wav","Negative","6.14453125",1.72656249999999,1.90234374999999,2.94140625,"15.220773395005301",10.7810399260197,7.52390019298763,12.8668354229885
"574",10,"Fan Noise_rep.wav","Neutral","3.03125",3.9921875,6.46484375,1,"23.7046592739934",19.9745458469842,12.3054393309867,9.9888993880013
"575",10,"The Pilgrim_rep.wav","Neutral","1.65234375",3.5625,1,1.07421874999999,"22.303140894015002",18.6762404500041,14.3395024469937,26.2620309269987
"576",10,"Random Notes_rep.wav","Neutral","1.46875",3.34375,3.96875,1.87890625,"19.9131290149816",9.62042315900907,12.4129032100026,16.6451267869852
"577",10,"Chaconne in G Minor (Vitali)_rep.wav","Negative","3.26171875",3.20703125,4.01953125,3.5,"28.8495861449919",22.2316844699962,13.7625222610076,19.3528878299985
"578",10,"Fireplace_rep.wav","Neutral","1.859375",4,5.9765625,1.546875,"7.6328192859946196",9.36591232399223,14.4646738720184,21.2957973159791
"579",10,"Brandenburg Concerto No. 4 in G Major, BWV 1049_ I. Allegro (Bach)_rep.wav","Positive","4.0546875",5.77734375,4.6640625,5.234375,"14.0336664679925",9.72074766599689,8.25859732998651,7.36086494999472
"580",10,"Suite Gothique Pour Grande Orgue, Op. 25- IV. Toccata (Boëllman)_rep.wav","Negative","4.859375",3.01953125,4.875,2.6015625,"21.7731345870124",17.1317452870134,8.06477166101103,11.6861777519807
"581",10,"Radetzky March, Op. 228 (Strauss)_rep.wav","Positive","4.09375",4.9765625,7,3.984375,"16.690481044002802",13.5276167360134,6.78211171302245,11.2780050639994
"582",10,"The Four Seasons, Concerto No. 2 in G Minor, RV 315 “Summer”- III. Presto (Vivaldi)_rep.wav","Negative","6.40625",4.7890625,7,6.046875,"8.1200006469734909",18.9566109549778,6.77840608099359,18.1030521270004
"583",10,"Divertimento in D Major, K. 251_ V. Allegro assai (Mozart)_rep.wav","Positive","3.96484375",5.5,2.421875,4.4296875,"11.9237659339851",9.58309354798984,7.49480028302059,15.6683970419981
"584",10,"Ice World_rep.wav","Neutral","2.51953125",4.89453125,1.44921875,1,"16.876988042000399",10.5362570310244,12.783683629008,8.23811253000167
"585",10,"String Quartet No. 7, III_ Allegro (Shostakovich)_rep.wav","Negative","6.14453125",4.65625,1.9140625,5.8046875,"6.9052262429904596",10.1579008210101,13.22362788202,17.8075695660081
"586",10,"La Finta Giardiniera, K. 196_ Ouverture. Allegro Molto (Mozart)_rep.wav","Positive","4.9140625",5.875,2.09375,3.81640625,"11.321309541002799",13.5589668879983,8.84333987598074,15.8568405089899
"587",10,"Suite for Strings “Le Grand Cahier”- II. Les Alertes (Litvinovsky)_rep.wav","Negative","6.75390625",2.984375,1.03125,2.33984375,"6.1657121920143201",8.57072572602192,11.8638828299881,19.7819042989867
"588",10,"Symphony No. 33 in B flat, K. 319- 4. Finale Allegro assai (Mozart)_rep.wav","Positive","3.94140625",4.46875,5.00390625,5.7890625,"12.662245038023601",10.3565329170087,7.40720394300296,15.2889100220054
"589",10,"Sinfonia in G Major, RV 149- I. Allegro Molto (Vivaldi)_rep.wav","Positive","2.32421875",4.44921875,4.88671875,4,"16.0992035189992",13.4571985170186,10.3457732959941,23.5170153460057
"590",10,"Random 2 Note Chords_rep.wav","Neutral","3.5",2.5390625,1.01953125,1,"14.3868166300235",12.0771160330041,9.7739089000097,8.2175715189951
"591",10,"Violin Concerto Op. 77, II_ Scherzo (Shostakovich)_rep.wav","Negative","7",2.46484375,3.5,4.09375,"6.3305942959850601",9.01682731398614,11.3947293389937,16.5664766299887
"592",10,"Annen Polka_ Op. 117 (Strauss)_rep.wav","Positive","2.9296875",5.984375,6.01171875,5.01171875,"10.565332718979301",8.12244390900014,6.50428645097417,12.4682435379945
"593",10,"Sonata for Violin and Piano in D Major, KV 7 (Mozart)_rep.wav","Positive","5.07421875",5.796875,2.6875,4.21484375,"6.5716964279999903",7.84998716699192,10.0813743079779,12.5624539340205
"594",10,"Duduk Song_rep.wav","Neutral","2.06640625",3.44140625,1,1.36718749999999,"14.577299937984201",9.64677076999214,7.72139405299094,17.0334016880078
"595",10,"Tape Hiss_rep.wav","Neutral","1.33203125",4.00390625,7,1.09374999999999,"10.397528600005799",6.96314813499338,8.27694211498601,11.7034597290039
"596",10,"Chromatic scale up_rep.wav","Neutral","2.06640625",3.71875,7,5.0546875,"12.6741659870021",10.3471349530154,6.84499542700359,15.5451933069853
"597",10,"Primeval Forest_rep.wav","Neutral","1",3.96875,6,1,"13.3201944219763",7.17584900400834,8.49113040900556,10.3016095729835
"598",10,"Concerto for Strings in D Major, RV 121_ I. Allegro Molto (Vivaldi)_rep.wav","Positive","2.40234375",4.94921875,3.96875,3.21875,"9.9806402350077406",7.91814351800712,6.4759483129892,13.4610716740135
"599",10,"Suite for Strings “Le Grand Cahier”- X. L’Incendie (Litvinovsky)_rep.wav","Negative","4.7421875",3.19140625,2.42968749999999,4.8671875,"8.6744777419953607",7.36253539900644,10.2516145620029,11.5340805859887
"600",10,"Night Commute_rep.wav","Neutral","1.56640625",4.25390625,1.83203125,1.19921874999999,"18.682494536013099",16.1268737479986,9.90594621701166,7.52259198500542
"601",10,"Swan Lake_ Spanish Dance (Tchaikovsky)_rep.wav","Positive","4.26171875",5.21484375,2.01953124999999,4.03125,"6.6930775319924498",9.29909509400022,10.5871135260094,11.9985230809834
"602",10,"Night on Bare Mountain (Mussorgsky)_rep.wav","Negative","6.8515625",3.671875,5.76171875,3.5625,"6.1591570840100696",11.378127472999,14.5159802949929,17.345817221998
"603",10,"Singing Bowls_rep.wav","Neutral","2.87890625",3.78125,1.39453125,1,"19.269747483980598",14.4502247240161,10.9165992559865,6.30632465501548
"604",10,"Piano Sonata No. 11 in A Major, K. 331_ III. Alla turca (Mozart)_rep.wav","Positive","3.9921875",6.6875,7,7,"11.326949219015599",7.78586618698318,6.57546513699344,14.9203903829911
"605",10,"Chromatic scale down_rep.wav","Neutral","3.89453125",3.359375,7,2.96875,"13.808649581013",12.3262780150107,6.51064236499951,10.343499383016
"606",10,"Two Pieces for String Octet Op. 11, II_ Scherzo (Shostakovich)_rep.wav","Negative","5.25",3.3671875,1.38671874999999,4.46484375,"16.018622981006001",13.8810936780064,9.75963187500019,12.4193998659902
"607",10,"Tritsch-Tratsch (Chit-Chat) Polka_ Op 214 (Strauss)_rep.wav","Positive","5.9375",4.96484375,2.9765625,3.63671875,"9.0088157519930903",10.7333589360059,12.9313207629893,15.9618246350146
"608",10,"Suburb_rep.wav","Neutral","3.01171875",2.65234375,7,1,"12.5630384389951",9.92599348098156,6.57986057800008,8.30636293400311
"609",10,"Dark Forest_rep.wav","Neutral","3.5390625",2.01171875,5.9921875,1,"12.330920268985199",10.5472246790013,7.08921108499635,8.91222420299891
"610",10,"Dear Zigeunerbaron (The Gypsy Baron), Act III_ March (Strauss)_rep.wav","Positive","3.01171875",4.984375,2.4765625,5.8046875,"15.0701550399826",13.2561106119828,8.90280390900443,7.63246886999695
"611",10,"Eine Kleine Nachtmusik in G Major, K. 525_ I. Allegro (Mozart)_rep.wav","Positive","2.82421875",6.0546875,7,5.57421875,"10.189943576988201",8.09433067700592,6.57013100298354,12.6841739729861
"612",10,"Concerto Grosso No. 1, II_ Toccata (Schnittke)_rep.wav","Negative","6.3046875",2.8046875,3.00390625,1.90624999999999,"10.5791608400177",12.7062228620052,14.5169745630119,15.9031392309989
"613",11,"Ice World_rep.wav","Neutral","1.99999999999999",5.00390625,5.0390625,5.34375,"14.7568617490005",19.8150312919997,26.3449942319994,31.4547983870006
"614",11,"Sinfonia in G Major, RV 149- I. Allegro Molto (Vivaldi)_rep.wav","Positive","5.01171875",6.34375,6.5390625,6.50390625,"12.5729083019996",14.3581955509998,16.9427294779998,20.598436448
"615",11,"Unter Donner und Blitz (Thunder and lightning Polka) (Strauss)_rep.wav","Positive","5.8515625",6.90234375,5.75390625,6.76171875,"8.8615733790002196",17.4985403689997,20.7450041370002,23.7104292900003
"616",11,"Night on Bare Mountain (Mussorgsky)_rep.wav","Negative","4.64453125",1.9921875,5.01171875,4.921875,"9.1774608180003199",13.4070006000001,17.7834440309998,25.4309209709999
"617",11,"String Quartet No. 4, V_ Allegro Molto (Bartok)_rep.wav","Negative","5.4140625",2.01953124999999,5.34375,5.00390625,"11.363051872000099",16.9525666549998,19.5093244480003,24.6689094390003
"618",11,"Concerto Grosso No. 1, II_ Toccata (Schnittke)_rep.wav","Negative","5.40234375",1.67187499999999,3.02734375,2.4765625,"9.4335629670003893",16.2977569859995,18.2340849729998,26.5939164129995
"619",11,"Chaconne in G Minor (Vitali)_rep.wav","Negative","6.3046875",1.81249999999999,6.69140625,6.83984375,"7.7224672590000401",14.8865198829998,27.3266299799997,17.5187578230006
"620",11,"String Quartet No. 8 in C Minor II (Shostakovich)_rep.wav","Negative","5.359375",4.03125,6.89453125,6.8671875,"13.720062688000301",15.4596884239999,9.44906482200076,18.39506798
"621",11,"Sonata for Violin and Piano in D Major, KV 7 (Mozart)_rep.wav","Positive","5.39453125",6.78125,5.5625,6.1875,"12.047543941999701",7.40921895200062,14.8184470260002,16.81037087
"622",11,"Aircraft Cabin_rep.wav","Neutral","5.02734375",3.9765625,4.89453125,1.9140625,"9.5294916769998892",13.1739556699994,19.5109193019998,21.3543247319994
"623",11,"Suite Gothique Pour Grande Orgue, Op. 25- IV. Toccata (Boëllman)_rep.wav","Negative","5.609375",1.94921875,4.6640625,4.984375,"8.3817755469999593",12.1277671790003,15.7239267580007,19.6440282510002
"624",11,"Chromatic scale down_rep.wav","Neutral","1.9921875",4.01171875,6.90234375,3.96875,"7.9199325460003802",10.1797404919998,14.2505817770006,21.5199190749999
"625",11,"Symphony No. 6 in F Major, Op. 68 “Pastoral”; IV. Thunder Storm (Beethoven)_rep.wav","Negative","5.96484375",2.01171875,5.9765625,6.56640625,"13.810896934999599",15.3125545960001,17.2998444619997,18.8954397850002
"626",11,"88 Keys_rep.wav","Neutral","4.08203125",4.96484375,6.51171875,4.75390625,"14.505524649000099",10.8094266690004,9.58140186999935,16.4490329640002
"627",11,"Suite for Strings “Le Grand Cahier”- X. L’Incendie (Litvinovsky)_rep.wav","Negative","5.26171875",1.6796875,4.9921875,4.6640625,"13.078119488",10.4341115429997,17.5677601329998,24.2981607210003
"628",11,"Piano Quintet in B Minor, IV_ Temo con Variazioni (Sviridov)_rep.wav","Negative","5.3125",1.3046875,4.9765625,5.84375,"8.00756108099994",12.4932039580007,15.5891046769993,17.3183430050003
"629",11,"Random 2 Note Chords_rep.wav","Neutral","3.1875",4.00390625,2.84375,2.94921875,"22.267896464999399",17.3059992799999,15.0555934899994,7.23688022100032
"630",11,"Tape Hiss_rep.wav","Neutral","1.46875",3.9921875,5.95703125,3.46484375,"14.457035851000001",16.7908328969997,6.48824976000014,11.3419531539993
"631",11,"The Four Seasons_ Concerto No. 1 in E Major, FV 269 “Spring”_ I. Allegro (Vivaldi)_rep.wav","Positive","5.1171875",6.76953125,6.84375,6.5390625,"21.5057412670003",14.937554606,10.4305486449993,17.4438246750005
"632",11,"Le Nozze do Figaro_ Non Piu Andrai, Farfallone Amoroso (Mozart)_rep.wav","Positive","4.96875",6.734375,6.06640625,6.2421875,"13.165171093",14.6767185079997,7.14319677399998,23.3133139740002
"633",11,"Symphony No. 10 in E Minor, Op. 93_ Allegro (Shostakovich)_rep.wav","Negative","4.5625",1.99999999999999,4.03125,5.171875,"14.593520677000001",8.23990962500011,10.0453216920004,11.9048809530004
"634",11,"Piano Sonata No. 14 in C-Sharp Minor, “Moonlight Sonata”_ 1. Adagio Sostenuto (Beethoven)_rep.wav","Negative","5.59375",2.359375,6.90234375,6.4296875,"10.884192081",12.8152668789998,8.44887506299983,9.78100561900009
"635",11,"Fan Noise_rep.wav","Neutral","1.9140625",4.01953125,5.94140625,2.984375,"14.0832661350004",12.3029594620002,6.31984527299937,7.74643459700018
"636",11,"C Scale down_rep.wav","Neutral","1.50390625",3.9921875,5.671875,2.69921875,"9.4596125959997099",11.0879583350006,12.8463855310001,14.5145914779996
"637",11,"Symphony No. 2 in D Minor, Op. 40, I_ Allegro Ben Articulo (Prokofiev)_rep.wav","Negative","3.9921875",2.52734375,3.78125,3.96484375,"8.5991824970005801",9.93121938900003,12.0189044869994,14.9690117620002
"638",11,"String Quartet No. 1, I- Allegro Violento Ed Agitato (Ginastera)_rep.wav","Negative","5.20703125",2.01171875,4.50390625,5.94140625,"7.6926928559996597",9.25904956899921,11.172645052,24.5009997159995
"639",11,"Singing Bowls_rep.wav","Neutral","4.69921875",3.921875,1.2421875,1.70703124999999,"17.117101163999902",12.9992628319996,9.61073575099999,7.71007150499917
"640",11,"Divertimento in D Major, K. 251_ V. Allegro assai (Mozart)_rep.wav","Positive","4.71484375",6.88671875,5.06640625,6.06640625,"15.8469110330006",14.0893607910002,8.92983322000054,7.41108138899926
"641",11,"The Barber of Seville- Figaro’s Aria (Rossini)_rep.wav","Positive","5",6.77734375,4.9296875,6.94921875,"6.2375365620000496",7.25827341599961,8.66844898999988,10.1756740310001
"642",11,"Piano Chords_rep.wav","Neutral","2.51171875",4,5.00390625,4.33203125,"12.4761004829997",11.2772495019999,9.01115659099923,14.5525554149999
"643",11,"Suite for Strings “Le Grand Cahier”- II. Les Alertes (Litvinovsky)_rep.wav","Negative","4.02734375",1.62890625,3.56640625,4.7890625,"10.0342006809996",8.48063765000006,12.4718895779997,13.9005470949996
"644",11,"Night Commute_rep.wav","Neutral","3.01171875",4.671875,4.52734375,3.2265625,"9.4796263850002997",7.48367777299972,11.0941329220004,14.0430704010004
"645",11,"Suburb_rep.wav","Neutral","4.0546875",4.625,5,4.5625,"15.0061265159993",12.0633368150001,9.43280372400022,8.17759080900032
"646",11,"Night Blue_rep.wav","Neutral","4.484375",4.95703125,3.51953125,4.8671875,"15.144833614000101",13.3633476889999,11.8546327859994,9.14884320100009
"647",11,"Random Notes_rep.wav","Neutral","1.94140624999999",3.9921875,3.21875,4,"16.4206248189993",12.794273982,9.7885283759997,7.96254040999974
"648",11,"Railroad_rep.wav","Neutral","1.59375",4.01953125,5.6171875,3.09375,"12.2668251799996",13.5607922399995,6.57863831600025,9.15083756399963
"649",11,"String Quartet No. 2, V- Furioso (Ginastera)_rep.wav","Negative","4.57421875",2.0390625,4.375,4.96875,"16.354459262999601",12.4164955149999,8.69296202100031,18.8856723929993
"650",11,"Duduk Song_rep.wav","Neutral","3.14453125",2.5,4.6171875,3.984375,"21.589347775000501",13.3642313950003,6.48499170500053,10.0161819159993
"651",11,"String Quartet No. 7, III_ Allegro (Shostakovich)_rep.wav","Negative","3.82421875",2.546875,4.64453125,5.26953125,"11.2901257439998",13.6307519229994,6.95847483699981,9.41451944100026
"652",11,"Violin Concerto Op. 77, II_ Scherzo (Shostakovich)_rep.wav","Negative","4.9375",2.20703125,6.94140625,6.875,"16.131154517999601",14.041669698,7.52637382600005,9.10234825100087
"653",11,"Eine Kleine Nachtmusik in G Major, K. 525_ I. Allegro (Mozart)_rep.wav","Positive","5.27734375",6.88671875,6.87890625,6.421875,"7.16550571600055",10.0507178980005,13.1089597050004,14.7560745549999
"654",11,"Nutcracker Suite, Op. 71a- No. 2c, Russian Dance Trépak (Tchaikovsky)_rep.wav","Positive","5.81640625",6.90625,6.9375,6.87890625,"11.6521494030002",10.5359060560003,7.65627555099945,8.85626910500013
"655",11,"Suite Bergamasque, L. 75_ No. 3 Claire de Lune (Debussy)_rep.wav","Negative","5.171875",6.1171875,6.94921875,6.94140625,"10.6154529270006",22.8187261019993,6.35443633700015,7.69188442799986
"656",11,"Car Interior_rep.wav","Neutral","5.19921875",4.01953125,5.13671875,1.51953124999999,"14.4720130799996",12.3630721009994,10.100478153,8.707616787
"657",11,"Dark Forest_rep.wav","Neutral","5.46875",3.4765625,4.359375,1.46484374999999,"8.2246757539996906",11.5535879990002,14.5617183869999,15.9015700079999
"658",11,"String Concerto in B-Flat-Minor, RV 164_ I. Allegro (Vivaldi)_rep.wav","Positive","5.19921875",5.7421875,6.51171875,6.78125,"15.6592768700002",12.8797285999999,8.74418369300019,7.85660167800051
"659",11,"La Finta Giardiniera, K. 196_ Ouverture. Allegro Molto (Mozart)_rep.wav","Positive","5.5",6.94140625,4.8671875,6.734375,"10.438341992000399",9.3856509520001,6.77354586799992,7.96246787600011
"660",11,"Tritsch-Tratsch (Chit-Chat) Polka_ Op 214 (Strauss)_rep.wav","Positive","3.96875",6.4296875,4.796875,6.3671875,"7.3192632739992396",15.5638091829996,16.7505248030001,18.0089031459992
"661",11,"Rain on a Tent_rep.wav","Neutral","3.1796875",3.95703125,5.3125,4.671875,"15.1689759319997",12.9636805979998,10.1514599580004,11.4370939689997
"662",11,"Piano Sonata No. 11 in A Major, K. 331_ III. Alla turca (Mozart)_rep.wav","Positive","6.08203125",5.63671875,6.9375,6.9140625,"13.2091761820001",20.6448131040006,9.64712393600075,8.375784543
"663",11,"Radetzky March, Op. 228 (Strauss)_rep.wav","Positive","5.9765625",6.9375,6.90234375,6.9140625,"13.1073587320006",12.0486280389995,8.75556554200011,10.2337735769997
"664",11,"Concerto for Strings in D Major, RV 121_ I. Allegro Molto (Vivaldi)_rep.wav","Positive","4.90234375",6.75390625,5.03125,6.109375,"8.0526721030000701",9.53893769900059,10.7561862660004,12.0744240919993
"665",11,"The Pilgrim_rep.wav","Neutral","2.90234375",4.63671875,4.7890625,3.296875,"15.694734067000301",14.0133761900006,8.15167368400034,11.030896751
"666",11,"The Four Seasons, Concerto No. 2 in G Minor, RV 315 “Summer”- III. Presto (Vivaldi)_rep.wav","Negative","5.984375",2.125,6.90234375,6.90234375,"8.2648756439993996",11.4605270080001,13.4115646949994,15.09663412
"667",11,"Two Pieces for String Octet Op. 11, II_ Scherzo (Shostakovich)_rep.wav","Negative","4.53125",2.95703125,3.69921875,5.20703125,"22.8694131650008",24.6672541389998,27.4123682949993,28.5305439929998
"668",11,"C Scale up_rep.wav","Neutral","2.33203125",3.9765625,5.75390625,3.95703125,"9.4924182350005104",6.31091263000053,7.67302257200026,12.1739161090008
"669",11,"Brandenburg Concerto No. 4 in G Major, BWV 1049_ I. Allegro (Bach)_rep.wav","Positive","4.046875",6.9140625,6.88671875,6.4140625,"11.617091795998901",10.4582436270011,6.89498772299884,8.19160413200006
"670",11,"Healing Water_rep.wav","Neutral","3.0625",4.25,5.3515625,4.13671875,"18.205743078999099",16.160026427,10.4787410030003,7.51197951500034
"671",11,"White Noise Co_rep.wav","Neutral","4.3125",3.96875,5.44140625,2.546875,"16.491975646000299",10.5710047089996,8.93736785700093,6.38991817699934
"672",11,"Swan Lake_ Spanish Dance (Tchaikovsky)_rep.wav","Positive","5.38671875",6.51171875,6.63671875,6.5625,"8.0141744659995293",9.82217997500083,17.3738206019988,12.201748464
"673",11,"String Quartet No. 2, I- Allegro Rustico (Ginastera)_rep.wav","Negative","4.62890625",1.9921875,4.15234375,5.34375,"13.584675824000399",15.4259989460006,9.315629308001,11.9069227199997
"674",11,"Symphony No. 33 in B flat, K. 319- 4. Finale Allegro assai (Mozart)_rep.wav","Positive","4.4765625",6.62890625,5.3671875,6.38671875,"15.176884475000399",13.9013804410005,10.0598005749998,11.2888183019986
"675",11,"Chromatic scale up_rep.wav","Neutral","3.90625",3.96875,5.0546875,2.75,"6.84091004800029",9.01989510500061,12.1354638909997,13.6703389459999
"676",11,"Primeval Forest_rep.wav","Neutral","3.32421875",4.62890625,4.81640625,4.53125,"14.237353290000099",12.5591748529986,8.34097880900117,6.45011676599824
"677",11,"Dear Zigeunerbaron (The Gypsy Baron), Act III_ March (Strauss)_rep.wav","Positive","5.0546875",6.70703125,5.4140625,6.64453125,"11.586326190999801",9.88031519200012,7.49336629900062,8.56243389100018
"678",11,"Annen Polka_ Op. 117 (Strauss)_rep.wav","Positive","3.88671875",6.84375,4.37890625,5.78125,"11.9954387029993",10.3953764449997,6.71533279499999,8.25056982800015
"679",11,"Church Sonata in C Major, KV. 328 on period instruments (Mozart)_rep.wav","Positive","3.546875",6.95703125,4.33203125,5.63671875,"12.873658910999399",10.2217160079999,8.90553954499955,7.57280222500048
"680",11,"Fireplace_rep.wav","Neutral","1.6171875",4.0390625,2.1796875,1.81249999999999,"11.309086365999899",9.16899704999923,6.76694013700034,8.11678927799948
"681",12,"Dark Forest_rep.wav","Neutral","5.984375",4.00390625,2.78125,5,"11.114541353001099",21.0220561449987,24.2256575040009,30.2998645719999
"682",12,"Brandenburg Concerto No. 4 in G Major, BWV 1049_ I. Allegro (Bach)_rep.wav","Positive","2.46875",6,4.51171875,4.01171875,"10.9413715680002",23.2831854609994,27.3832445070002,29.3297143950003
"683",12,"Sonata for Violin and Piano in D Major, KV 7 (Mozart)_rep.wav","Positive","3.515625",5.6953125,1.5703125,4.36328125,"9.6180086610002",13.6638249139996,19.098917022,23.7623744739994
"684",12,"String Concerto in B-Flat-Minor, RV 164_ I. Allegro (Vivaldi)_rep.wav","Positive","1.98046875",6,2.640625,2.3515625,"9.5277578969998995",14.2796887539989,21.3424410330007,31.1388285140001
"685",12,"Suite Gothique Pour Grande Orgue, Op. 25- IV. Toccata (Boëllman)_rep.wav","Negative","4.31640625",1.6171875,1.55468749999999,5.20703125,"9.1641303020005491",12.4658295530007,15.3764050249992,18.5277431960003
"686",12,"String Quartet No. 2, V- Furioso (Ginastera)_rep.wav","Negative","5.12890625",2.30078125,1.5703125,5.6953125,"9.3237836719999905",25.9999222450005,15.8553041600007,22.1455753859991
"687",12,"Nutcracker Suite, Op. 71a- No. 2c, Russian Dance Trépak (Tchaikovsky)_rep.wav","Positive","4.39453125",6.0625,6.9453125,5.50390625,"18.293492943001102",14.746425977999,8.30991741999969,23.1661919849993
"688",12,"Tape Hiss_rep.wav","Neutral","1.83984375",4.01171875,7,4.46484375,"9.2221116210002894",12.1567240679996,15.4160461399987,20.0991762559988
"689",12,"Dear Zigeunerbaron (The Gypsy Baron), Act III_ March (Strauss)_rep.wav","Positive","3.4453125",4.44921875,2.00390625,3.7265625,"12.66345842",19.7532123410001,15.6969619350002,24.385796388
